Player,bbref_id,PlayerID,status,pos,height,weight,num,code,team_id,team_name,birthdate,age,exp,school,season,poss,mp,raptor_box_offense,raptor_box_defense,raptor_box_total,raptor_onoff_offense,raptor_onoff_defense,raptor_onoff_total,raptor_offense,raptor_defense,raptor_total,war_total,war_reg_season,war_playoffs,predator_offense,predator_defense,predator_total,pace_impact
Dewan Hernandez,hernade01,1629608,Out,C-F,82,235,20,TOR,1610612761,Toronto Raptors,12/9/1996,22,0,Miami,2020,25,11,-1.805589218,-2.615176995,-4.420766213,10.91380216,-1.455728968,9.458073188,0.6177764188,-2.812437902,-2.194661483,0.003199565907,0.003199565907,0,-0.9736860625,1.587458016,0.6137719532,2.713117674
Fred VanVleet,vanvlfr01,1627832,GTD,SG,73,197,23,TOR,1610612761,Toronto Raptors,2/25/1994,25,3,Wichita State,2020,3610,1719,2.127285485,0.8761393977,3.003424883,-0.1048613696,1.166002954,1.061141584,1.765577737,0.9372198576,2.702797595,4.741996684,4.741996684,0,2.141402541,1.69692869,3.838331231,-0.8594178108
Kyle Lowry,lowryky01,200768,Starter,PG,72,196,7,TOR,1610612761,Toronto Raptors,3/25/1986,33,13,Villanova,2020,4046,1901,4.144200353,1.018282285,5.162482638,-0.9398636896,0.2093068904,-0.7305567992,3.31111907,0.8609629735,4.172082044,6.78908928,6.78908928,0,3.452254213,1.260852476,4.713106689,1.14607785
Malcolm Miller,millema01,1626259,,G-F,79,210,13,TOR,1610612761,Toronto Raptors,3/6/1993,26,2,Holy Cross,2020,267,125,-1.021220246,0.2396853624,-0.7815348836,5.288479704,4.906849674,10.19532938,0.1931759045,1.142905368,1.336081272,0.2593271703,0.2593271703,0,-1.192600748,0.06229318448,-1.130307563,-0.4942660124
Marc Gasol,gasolma01,201188,Out,C,83,255,33,TOR,1610612761,Toronto Raptors,1/29/1985,34,11,,2020,2100,990,-1.624868391,2.694955683,1.070087293,1.049036333,4.126425051,5.175461384,-1.180027268,3.078649448,1.89862218,2.342489923,2.342489923,0,-1.237165682,3.080743904,1.843578222,-0.2398046593
Matt Thomas,thomama02,1629744,,G,76,190,21,TOR,1610612761,Toronto Raptors,8/4/1994,25,0,Iowa State,2020,687,321,2.349270041,-0.8166129004,1.532657141,-3.391056677,1.992269351,-1.398787326,1.258386137,-0.338650201,0.9197359361,0.599875069,0.599875069,0,0.6789149083,-1.284570007,-0.6056550987,-0.1923001819
Norman Powell,powelno01,1626181,GTD,G,75,215,24,TOR,1610612761,Toronto Raptors,5/25/1993,26,4,UCLA,2020,2732,1269,1.164700093,0.2056478021,1.370347895,0.02659648856,0.4327432396,0.4593397282,0.9700980705,0.2263186536,1.196416724,2.568532217,2.568532217,0,0.7919012364,0.3527996784,1.144700915,0.5369347095
OG Anunoby,anunoog01,1628384,Starter,SF,79,232,3,TOR,1610612761,Toronto Raptors,7/17/1997,22,2,Indiana,2020,4015,1897,-1.523318646,2.134691146,0.6113725002,2.017839105,-2.022828434,-0.004989328974,-0.8939829973,1.344373741,0.4503907432,3.095435807,3.095435807,0,-0.9231121684,1.876603223,0.9534910548,-0.06785515412
Oshae Brissett,brissos01,1629052,G-League,F-G,79,210,12,TOR,1610612761,Toronto Raptors,6/20/1998,21,0,Syracuse,2020,283,135,-3.165970022,-1.133153145,-4.299123167,1.373376114,4.892326497,6.265702611,-2.464041941,-0.03414347573,-2.498185417,0.01735778762,0.01735778762,0,-2.273564435,-0.9936519375,-3.267216373,0.07971899036
Pascal Siakam,siakapa01,1627783,Starter,PF,81,230,43,TOR,1610612761,Toronto Raptors,4/2/1994,25,3,New Mexico State,2020,3992,1882,0.1506067143,-0.2136016708,-0.06299495643,3.564339012,3.398680214,6.963019226,0.8370179742,0.460884482,1.297902456,3.893951734,3.893951734,0,1.318866124,0.5965279014,1.915394025,0.1881837631
Patrick McCaw,mccawpa01,1627775,Starter,G,79,181,22,TOR,1610612761,Toronto Raptors,10/25/1995,23,3,UNLV,2020,1926,908,-3.332876225,-0.6224232686,-3.955299494,-3.907983546,0.09050767238,-3.817475873,-3.672290069,-0.5532347985,-4.225524868,-0.6787672275,-0.6787672275,0,-3.977953771,-0.3396199186,-4.317573689,-0.7143347332
Rondae Hollis-Jefferson,holliro01,1626178,Starter,F,78,217,4,TOR,1610612761,Toronto Raptors,1/3/1995,24,4,Arizona,2020,2110,998,0.9351632042,2.889319775,3.824482979,-1.353626099,1.277647548,-0.07597855113,0.4919669354,2.651960383,3.143927318,3.001915236,3.001915236,0,-0.04229779162,2.523086584,2.480788792,0.02881295223
Serge Ibaka,ibakase01,201586,GTD,C,84,235,9,TOR,1610612761,Toronto Raptors,9/18/1989,30,10,,2020,2922,1377,-2.031948208,1.605340661,-0.4266075472,-0.788559705,-0.165927551,-0.954487256,-1.929914161,1.249720558,-0.6801936028,1.455515437,1.455515437,0,-1.556684205,1.056333258,-0.5003509471,0.09698031651
Shamorie Ponds,pondssh01,1629044,Waived,G,72,175,11,TOR,1610612761,Toronto Raptors,6/29/1998,21,0,"St. John's, N.Y.",2020,23,11,13.89391559,-31.20685257,-17.31293697,5.159572771,-13.29258541,-8.133012639,12.81763244,-29.51115399,-16.69352155,-0.07732833358,-0.07732833358,0,8.635455913,-23.9198225,-15.28436658,-1.206426035
Stanley Johnson,johnsst04,1626169,,F-G,78,242,5,TOR,1610612761,Toronto Raptors,5/29/1996,23,4,Arizona,2020,206,96,-4.695437784,5.010687326,0.3152495421,-10.60302555,4.002596306,-6.600429241,-6.268141856,4.995276968,-1.272864888,0.07200412373,0.07200412373,0,-5.966456432,2.296892872,-3.66956356,-0.4861064162
Terence Davis,daviste02,1629056,,G,76,201,0,TOR,1610612761,Toronto Raptors,5/16/1997,22,0,Mississippi,2020,2303,1087,1.611729372,0.1391447782,1.75087415,3.617547847,2.002975437,5.620523284,2.100714986,0.4751911026,2.575906089,2.950393013,2.950393013,0,1.781509013,0.0540098813,1.835518894,-0.1135323223
Bojan Bogdanovic,bogdabo02,202711,Inactive,PF,80,216,44,UTA,1610612762,Utah Jazz,4/18/1989,30,5,,2020,4316,2083,0.7649839591,-1.90340229,-1.138418331,3.644908607,-0.8514636876,2.793444919,1.353987018,-1.817076414,-0.463089396,2.445398008,2.445398008,0,1.089465573,-2.298556546,-1.209090973,0.6292136148
Donovan Mitchell,mitchdo01,1628378,Starter,SG,73,215,45,UTA,1610612762,Utah Jazz,9/7/1996,23,2,Louisville,2020,4603,2201,2.825476406,-1.900220281,0.9252561248,0.7552143551,-2.439931175,-1.68471682,2.478605937,-2.146973027,0.3316329105,3.454377037,3.454377037,0,2.336472899,-1.721423539,0.6150493603,-0.1810873113
Ed Davis,davised01,202334,,C-F,81,225,17,UTA,1610612762,Utah Jazz,6/5/1989,30,9,North Carolina,2020,559,268,-4.513926459,0.7726654944,-3.741260965,-9.43917975,-0.1428160689,-9.581995819,-5.782422021,0.5890388258,-5.193383195,-0.3325924284,-0.3325924284,0,-5.423604881,1.157018581,-4.2665863,-0.4580356248
Emmanuel Mudiay,mudiaem01,1626144,,G,75,200,8,UTA,1610612762,Utah Jazz,3/5/1996,23,4,,2020,1639,762,-2.234818926,-2.154255175,-4.389074101,-3.321774653,0.5056665048,-2.816108149,-2.64044504,-1.756163241,-4.396608281,-0.6378035937,-0.6378035937,0,-2.520012754,-2.547467701,-5.067480455,-0.3748265578
Georges Niang,niangge01,1627777,,F,79,230,31,UTA,1610612762,Utah Jazz,6/17/1993,26,3,Iowa State,2020,1668,785,1.077728274,-2.463336876,-1.385608602,-1.440767406,-2.351499012,-3.792266418,0.6086500446,-2.61332057,-2.004670525,0.2975387893,0.2975387893,0,-0.119941384,-3.095341237,-3.215282621,-0.3317715506
Jarrell Brantley,brantja01,1629714,,F,77,250,5,UTA,1610612762,Utah Jazz,6/7/1996,23,0,College of Charleston,2020,30,13,-8.92033711,0.3221915634,-8.598145547,-12.74251209,16.46654795,3.72403586,-10.16050052,3.736502825,-6.423997694,-0.02490542956,-0.02490542956,0,-8.820356889,1.046206422,-7.774150467,2.249068583
Jeff Green,greenje02,201145,,F,80,235,22,UTA,1610612762,Utah Jazz,8/28/1986,33,11,Georgetown,2020,1656,774,-0.5997203947,-0.3369923665,-0.9367127612,-2.768178752,-1.048859135,-3.817037887,-1.121838553,-0.5244133826,-1.646251936,0.419898676,0.419898676,0,-0.8312898976,-0.8594068687,-1.690696766,-0.07704235298
Joe Ingles,inglejo01,204060,Starter,F-G,79,226,2,UTA,1610612762,Utah Jazz,10/2/1987,32,5,,2020,4059,1948,0.5481296382,0.2968047907,0.8449344289,-0.8140417868,3.540058556,2.726016769,0.3014155727,0.9747274545,1.276143027,3.995826989,3.995826989,0,0.1033094624,0.5298017863,0.6331112486,-0.1436290299
Jordan Clarkson,clarkjo01,203903,,G,76,194,8,UTA,1610612762,Utah Jazz,6/7/1992,27,5,Missouri,2020,3236,1559,3.367630799,-1.692757957,1.674872842,1.605275788,-0.9737577863,0.6315180019,3.193328848,-1.647292608,1.54603624,3.39926345,3.39926345,0,2.811306437,-1.913110705,0.898195732,-0.5344814917
Justin Wright-Foreman,wrighju02,1629625,G-League,G,72,190,3,UTA,1610612762,Utah Jazz,10/27/1997,22,0,Hofstra,2020,4,2,-6.991636503,32.77866199,25.78702549,-50.02106849,66.32813302,16.30706454,-16.27610889,41.81809509,25.5419862,0.02818962643,0.02818962643,0,-17.66295636,27.73424928,10.07129291,-2.401025599
Juwan Morgan,morgaju01,1629752,,F,79,232,16,UTA,1610612762,Utah Jazz,4/17/1997,22,0,,2020,160,74,-1.918510728,4.074095935,2.155585207,0.4355192542,8.082554865,8.518074119,-1.533757497,5.12323843,3.589480933,0.2384447391,0.2384447391,0,-3.045653361,2.106588492,-0.9390648684,-0.3840394153
Mike Conley,conlemi01,201144,Starter,PG,73,175,10,UTA,1610612762,Utah Jazz,10/11/1987,32,12,Ohio State,2020,2520,1205,1.039178643,-1.565661567,-0.5264829244,-2.152959055,-0.05890059624,-2.211859651,0.3948999768,-1.367522074,-0.972622097,1.088463891,1.088463891,0,0.7150138818,-0.6055268295,0.1094870524,-0.3969369972
Miye Oni,onimi01,1629671,G-League,G-F,77,206,24,UTA,1610612762,Utah Jazz,8/4/1997,22,0,Yale,2020,26,11,-9.378635626,4.555988679,-4.822646948,-26.57702666,-3.14845814,-29.7254848,-13.53665591,3.184357963,-10.35229794,-0.04316877714,-0.04316877714,0,-12.12734857,-9.96E-04,-12.12834469,1.202982832
Nigel Williams-Goss,willini01,1628430,Inactive,G,74,190,0,UTA,1610612762,Utah Jazz,9/16/1994,25,0,Gonzaga,2020,62,28,-3.173523985,1.166834727,-2.006689258,-6.087429311,17.87391328,11.78648397,-3.97658821,4.707129186,0.7305409754,0.05049782063,0.05049782063,0,-2.561077109,1.506192865,-1.054884244,1.592434987
Rayjon Tucker,tuckera01,1629730,,G,75,209,6,UTA,1610612762,Utah Jazz,9/24/1997,22,0,Arkansas-Little Rock,2020,168,78,-4.470561418,-0.1149130722,-4.58547449,0.5246237988,-4.648337449,-4.123713651,-3.720766623,-1.12400035,-4.844766973,-0.08343326767,-0.08343326767,0,-5.690909699,-1.246132321,-6.93704202,0.08658495121
Royce O'Neale,onealro01,1626220,Starter,SF,76,226,23,UTA,1610612762,Utah Jazz,6/5/1993,26,2,Baylor,2020,3943,1897,-0.5001654728,1.506536523,1.00637105,3.538738462,0.631838648,4.17057711,0.349122743,1.391227964,1.740350707,4.312231878,4.312231878,0,-0.3362432444,2.166966954,1.83072371,-0.7921985178
Rudy Gobert,goberru01,203497,Starter,C,85,245,27,UTA,1610612762,Utah Jazz,6/26/1992,27,6,France,2020,4503,2176,-0.7525644565,7.081823603,6.329259146,0.8242334037,3.806181494,4.630414898,-0.4724476823,6.80247302,6.330025338,10.05437248,10.05437248,0,-0.2808231827,6.513339098,6.232515915,-0.265405926
Stanton Kidd,kiddst01,1629742,,F,78,216,15,UTA,1610612762,Utah Jazz,3/18/1992,27,0,Colorado State,2020,34,15,-14.54183922,5.112350228,-9.429488989,-13.6755722,12.17995245,-1.495619751,-15.29783089,6.812985645,-8.484845247,-0.04387699584,-0.04387699584,0,-14.3903494,3.89548899,-10.4948604,-0.02736731766
Tony Bradley,bradlto01,1628396,,C-F,82,248,13,UTA,1610612762,Utah Jazz,1/8/1998,21,2,North Carolina,2020,1180,550,1.879907499,1.706671343,3.586578842,2.922956565,-2.195196145,0.7277604197,2.208490189,0.9530920825,3.161582271,1.649899187,1.649899187,0,1.365015202,1.567836275,2.932851476,-0.5503548609
Admiral Schofield,schofad01,1629678,G-League,G-F,77,241,1,WAS,1610612764,Washington Wizards,3/30/1997,22,0,Tennessee,2020,643,298,-2.14403267,-3.779633354,-5.923666024,-2.473365516,-0.8167150859,-3.290080602,-2.343737442,-3.291287955,-5.635025397,-0.4372508519,-0.4372508519,0,-2.255577137,-3.673924962,-5.929502099,-0.3226122845
Anzejs Pasecniks,pasecan01,1628394,,C,86,229,54,WAS,1610612764,Washington Wizards,12/20/1995,24,0,,2020,876,405,-3.077547006,0.07936439411,-2.998182612,0.1917470087,-0.6981720116,-0.5064250029,-2.58732967,0.04109060327,-2.546239066,0.04212445207,0.04212445207,0,-2.306906188,0.1000510862,-2.206855102,0.05118512046
Bradley Beal,bealbr01,203078,Starter,G,75,207,3,WAS,1610612764,Washington Wizards,6/28/1993,26,7,Florida,2020,4433,2053,5.401433248,-2.908118361,2.493314887,3.91430759,-6.623625597,-2.709318007,5.435636727,-3.787410401,1.648226326,4.654101852,4.654101852,0,5.31739208,-3.754614754,1.562777326,1.045584856
CJ Miles,milescj01,101139,Waived,G,78,220,34,WAS,1610612764,Washington Wizards,3/18/1987,32,14,No College,2020,367,161,-0.2436693909,2.246959577,2.003290186,1.490229084,-3.433489656,-1.943260572,0.09663572312,1.282233565,1.378869288,0.3428542673,0.3428542673,0,-0.5515994426,0.3997447262,-0.1518547164,1.112804028
Davis Bertans,bertada01,202722,,F,82,225,42,WAS,1610612764,Washington Wizards,11/12/1992,26,3,,2020,3494,1583,2.383741454,-0.426060328,1.957681126,4.377891436,-1.057548683,3.320342753,2.939845845,-0.4959373759,2.443908469,4.246505616,4.246505616,0,3.511016348,-0.5691892001,2.941827148,1.256306523
Garrison Mathews,mathega01,1629726,G-League,G,77,215,24,WAS,1610612764,Washington Wizards,10/24/1996,22,0,Lipscomb,2020,491,227,2.175550081,1.845105388,4.020655469,1.183708613,4.487158997,5.67086761,2.085406899,2.587696291,4.67310319,0.8660014766,0.8660014766,0,1.992755931,1.263989153,3.256745085,0.7465427674
Gary Payton II,paytoga02,1627780,,G,75,195,4,WAS,1610612764,Washington Wizards,12/1/1992,27,3,,2020,925,432,-1.989098073,0.2175900861,-1.771507986,-5.285574154,-3.368312724,-8.653886878,-2.806688825,-0.4155171599,-3.222205985,-0.1044479291,-0.1044479291,0,-3.060129814,0.6192760338,-2.44085378,0.3633347588
Ian Mahinmi,mahinia01,101133,Starter,C,83,262,28,WAS,1610612764,Washington Wizards,11/5/1986,33,11,Pau Orthez,2020,1718,808,-2.814058862,2.953519816,0.1394609536,-1.079057638,-0.01053693718,-1.089594575,-2.641739881,2.619303596,-0.02243628527,1.123790895,1.123790895,0,-2.383326314,2.322972237,-0.06035407689,-0.05663983414
Isaac Bonga,bongais01,1629067,Starter,G,80,180,17,WAS,1610612764,Washington Wizards,11/8/1999,19,1,,2020,2269,1048,-0.5708087206,0.4943521881,-0.07645653242,-0.623341441,5.974235269,5.350893828,-0.6330178906,1.766178127,1.133160237,2.081195948,2.081195948,0,-1.356928089,1.447720593,0.09079250381,0.2412538557
Ish Smith,smithis01,202397,,G,72,175,14,WAS,1610612764,Washington Wizards,7/5/1988,31,9,Wake Forest,2020,3472,1596,-0.2462827398,-3.306907079,-3.553189819,0.3031383761,-0.2657207895,0.03741758662,-0.153769706,-2.800506957,-2.954276663,-0.1649197124,-0.1649197124,0,-0.2691283074,-2.917967674,-3.187095982,-0.8699131378
Jarrod Uthoff,uthofja01,1627784,,F,81,220,7,WAS,1610612764,Washington Wizards,5/19/1993,27,1,Iowa,2020,29,14,6.691555871,-8.007551097,-1.315995226,15.85255886,8.478333836,24.3308927,8.973683759,-5.112430977,3.861252782,0.04666433767,0.04666433767,0,4.168741229,-5.802013619,-1.633272389,-1.206469292
Jerian Grant,grantje02,1626170,,G,76,198,22,WAS,1610612764,Washington Wizards,10/9/1992,27,4,Notre Dame,2020,22,10,8.472794616,-1.593054966,6.87973965,29.98675804,10.21809219,40.20485023,13.47735808,0.80229954,14.27965762,0.08633782976,0.08633782976,0,9.434836061,-1.79110454,7.643731521,-0.6427697366
Jerome Robinson,robinje01,1629010,,G,76,190,1,WAS,1610612764,Washington Wizards,2/22/1997,22,1,Boston College,2020,1772,780,-3.497136033,-0.4995429452,-3.996678979,-2.967032405,3.408924361,0.4418919561,-3.639261315,0.2687720955,-3.370489219,-0.2481580611,-0.2481580611,0,-3.757696848,-0.3393170222,-4.09701387,0.4868094152
Johnathan Williams,willijo04,1629140,G-League,F,81,228,19,WAS,1610612764,Washington Wizards,5/22/1995,24,1,Gonzaga,2020,306,147,-1.548004084,-7.249505758,-8.797509842,-3.241918927,-1.766346137,-5.008265064,-2.009082942,-6.479904825,-8.488987766,-0.4261899739,-0.4261899739,0,-3.609403043,-7.596538179,-11.20594122,-1.002643113
Justin Robinson,robinju01,1629620,,G,73,195,5,WAS,1610612764,Washington Wizards,10/12/1997,22,0,Virginia Tech,2020,101,49,-4.894443572,-2.897573003,-7.792016575,3.926081218,11.39647045,15.32255166,-3.321414661,0.03418505187,-3.287229609,-0.01331603742,-0.01331603742,0,-3.30984894,-4.886565676,-8.196414616,-0.8703648537
Moritz Wagner,wagnemo01,1629021,,F-C,83,245,21,WAS,1610612764,Washington Wizards,4/26/1997,22,1,Michigan,2020,1617,721,-1.291434644,1.80627649,0.5148418457,-1.306031625,-0.08192561426,-1.387957239,-1.384017386,1.625692766,0.2416753801,1.11466259,1.11466259,0,-1.185698065,1.475138128,0.2894400626,1.312721098
Rui Hachimura,hachiru01,1629060,Starter,F,80,230,8,WAS,1610612764,Washington Wizards,2/8/1998,21,0,Gonzaga,2020,2692,1247,-2.017418027,-2.983382439,-5.000800466,-1.828071543,-3.678281628,-5.506353171,-2.108987577,-3.228657875,-5.337645452,-1.638415269,-1.638415269,0,-2.246678159,-2.708954616,-4.955632775,-0.4891809117
Shabazz Napier,napiesh01,203894,Starter,G,72,175,13,WAS,1610612764,Washington Wizards,7/14/1991,28,5,Connecticut,2020,2741,1261,0.3682400493,-0.8986389331,-0.5303988838,-2.194476698,2.132419664,-0.06205703373,-0.1258830958,-0.2855123426,-0.4113954384,1.514305066,1.514305066,0,0.3308822596,-0.2232374401,0.1076448196,0.6832508602
Thomas Bryant,bryanth01,1628418,,C-F,82,248,13,WAS,1610612764,Washington Wizards,7/31/1997,22,2,Indiana,2020,2047,934,-1.706345731,-1.29366329,-3.000009021,-0.3193995679,-3.372744262,-3.69214383,-1.527445464,-1.712609023,-3.240054487,-0.2341628306,-0.2341628306,0,-1.892578766,-2.165633455,-4.058212222,0.2790096422
Troy Brown Jr.,browntr01,1628972,,G-F,78,215,6,WAS,1610612764,Washington Wizards,7/28/1999,20,1,Oregon,2020,3382,1546,-0.8267281597,-0.3755496804,-1.20227784,-2.26750858,-1.517596379,-3.785104959,-1.186878578,-0.5537999666,-1.740678545,0.7962114087,0.7962114087,0,-1.162269856,-0.6942503801,-1.856520236,0.0114973644
